Link,Name,Image,About,HowToMake,Ingredients,Garnish,Glass,Flavor,BaseSpirit,CocktailType,Preparation,Served,Strength,Difficulty,Hours,Occasions,Theme,Brands
https://www.liquor.com/recipes/divided-sky/,Divided Sky,https://cdn.liquor.com/wp-content/uploads/2019/09/17193246/divided-sky-720x720-article.jpg,Chef’s Special Cocktail Bar in Chicago’s Bucktown has a dive bar spirit outdoor seating and American-Chinese cuisine like king crab fried rice or spicy clams over rice noodles. General manager Chase Bracamontes pours local beers natural wines and crushable cocktails. This drink amps up bourbon and fernet with vanilla lemon and a colorful dose of hibiscus resulting in a toasty herbal and tart cocktail. This recipe originally appeared as part of “9 Bourbon (and Other Whiskey) Cocktails to Drink in Bars Now.”,Add all ingredients into a shaker with ice and shake. Strain into a rocks glass over fresh ice. Garnish with a skewered maraschino cherry. *Hibiscus honey syrup: Combine 300 g honey 25 g hibiscus flowers and 200 g hot water and let cool for 5 minutes. Strain out flowers and let fully cool. Bottle and keep refrigerated up to 6 weeks. Makes 1 cup.,Rowan’s Creek bourbon;Tempus Fugit crème de cacao;Combier;Hibiscus honey syrup;Fresh lemon juice;Fernet-Branca,Maraschino cherry,Rocks,Creamy;Spirit-forward,Bourbon / American Whiskey;Whiskey,Modern Classics,Shaken,On the Rocks,Medium,Medium,Evening,,,Combier;Fernet-Branca;Rowan's Creek;Tempus Fugit
https://www.liquor.com/recipes/azunia-la-organica-sangrienta/,La Organica Sangrienta,https://cdn.liquor.com/wp-content/uploads/2019/09/30133031/La-Organica-Sangrienta-720x720-slideshow.jpg,This recipe has a lot in common with a traditional Margarita. There’s tequila agave syrup and lime juice. But Joey Binas the bar manager of Bootlegger in San Diego uses organic tequila from Azuñia and adds blood orange liqueur to turn La Organica Sangrienta into a uniquely refreshing cocktail. ,Add all ingredients to a shaker with ice. Shake well and strain into a rocks glass filled with fresh ice. Garnish the rim with Tajin and a lime wedge.,Pur Likor spice blood orange liqueur;Azuñia organic agave syrup;Fresh lime juice,Lime wedge Tajin rim,Old Fashioned;Rocks,Fruity/Citrus-forward,Tequila,Modern Classics,Shaken,On the Rocks,Medium,Medium,Afternoon;Evening,,,Azunia;Pür Likör
https://www.liquor.com/recipes/benriach-perfect-penicillin/,Perfect Penicillin,https://cdn.liquor.com/wp-content/uploads/2019/09/25231728/perfectp-featured.jpg,If you’re looking to make the most delicious version of the Penicillin you’ll need to start with a crisp and richly fruity Speyside single malt and top it off with a smoky peated whisky. Luckily BenRiach has expressions that fit the description. Just combine them with lemon juice and homemade honey ginger syrup to complete the Perfect Penicillin. Buy a bottle of BenRiach so you can make the Perfect Penicillin Cocktail at home.,Add the Speyside whisky lemon juice and honey ginger syrup into a shaker with ice and shake. Strain into a rocks glass over fresh ice. Top with the Curiositas whisky. Garnish with candied ginger or lemon zest. *Honey ginger syrup: Combine 1 cup honey 1 6-inch piece of ginger (peeled and thinly sliced) and 1 cup water to a saucepan over high heat and bring to a boil. Reduce heat to medium and simmer for 5 minutes. Chill overnight then strain and keep refrigerated for up to one month.,Fresh lemon juice;Honey ginger syrup,Candied ginger;Lemon zest,Rocks,Fruity/Citrus-forward;Sweet,Scotch;Whiskey,Modern Classics,Shaken,On the Rocks,Medium,Medium,Afternoon;Evening,,,The Benriach
https://www.liquor.com/recipes/angostura-rum-punch/,Angostura Rum Punch,https://cdn.liquor.com/wp-content/uploads/2019/08/21120031/Rum-Punch-Angostura_720x720.jpg,There are a couple of factors that can turn a typical punch into something special. First you need to choose the right mix of juices. Most important you need to mix them with a delicious premium rum. It’s safe to say that Angostura Rum Punch easily meets that criteria. ,Add all ingredients into a shaker with ice and shake until well-chilled. Strain into a Hurricane glass over fresh ice. Garnish with a brandied cherry.,Angostura five-year-old rum;Pineapple juice;Orange juice;Fresh lime juice;Grenadine,Brandied cherry,Hurricane,Fruity/Citrus-forward,Rum,Punches,Shaken,On the Rocks,Strong,Medium,Afternoon,,Summer;Travel,Angostura
https://www.liquor.com/recipes/gin-sonic/,Gin Sonic,https://cdn.liquor.com/wp-content/uploads/2019/09/10090811/gin-sonic-720x720-article.jpg,“This cocktail is best enjoyed in a highball glass since it evolved from both the whiskey highball cocktail and the Gin & Tonic” says Victoria Vera of San Francisco’s Tsunami Panhandle. “What makes it so refreshing is that extra soda water and tonic water which a shorter rocks glass would not be able to carry.”This recipe originally appeared as part of “Is the Gin Sonic Even Better Than the Gin & Tonic?”,Combine all ingredients in a highball glass over ice. Garnish with a yuzu twist.,Roku gin;Club soda;Tonic water,Yuzu twist,Highball,Bubbly,Gin,Modern Classics,Built in Glass,On the Rocks,Medium,Simple,Afternoon,,Summer,Roku
https://www.liquor.com/recipes/haileys-comet/,Hailey’s Comet,https://cdn.liquor.com/wp-content/uploads/2019/09/03145451/Haileys-Coment-720x720-recipe.jpg,After Hailey Coder the lead bartender at The Park Bistro & Bar at the Lafayette Park hotel in Lafayette Calif. topped some fresh local peaches with a big dollop of Chantilly cream the bar team began brainstorming ingredient combinations from almond vanilla and honey to lemon juice and blackberries. Coder mingles all of them in this decadent summer sipper that thankfully can be more frequent an indulgence than Halley’s Comet its similarly named astronomical occurrence. “Peaches are in season toward the end of summer and partner perfectly with bourbon” she says. “You can imagine peaches blackberries almond and cream combining to make a perfect dessert so why not a cocktail?” It’s easily scalable and batchable for backyard barbecues or summer soirees.This recipe originally appeared as part of “4 Frozen Bourbon Cocktails for the Last (Official) Days of Summer.”,Add all ingredients into a blender with 1 cup of ice. Pour into a stemmed beer glass or Collins glass and top with a heaping spoonful of orgeat-chantilly cream. Garnish with 3 fresh peach slices. Serve with a straw. *Peach-infused bourbon: Wash and remove the skins and pits from 3 ripe peaches and cut peaches into large segments. Pour 750 mL bottle of bourbon into a plastic container add peaches and let rest at room temperature for 24 to 48 hours. (The longer the better but peach flavor extraction will cease after 48 hours.) Strain out solids through a cheesecloth and store in refrigerator for up to several weeks. **Orgeat-chantilly cream: Combine 1 cup heavy whipping cream 1/2 tsp vanilla extract and 1/2 cup Giffard orgeat in a bowl or stand mixer. Whip with a whisk or use a hand beater until stiff peaks form.,Peach-infused bourbon;Pimm’s blackberry and elderflower liqueur;Giffard orgeat;Fresh lemon juice;Organic honey,Orgeat-chantilly cream;Peach slices,Stemmed beer glass;Collins,Sweet,Bourbon / American Whiskey;Whiskey,Frozen / Blended,Blended,Frozen,Medium,Medium,Afternoon,,Summer,Pimm's
https://www.liquor.com/recipes/tennessee-summertide/,Tennessee Summertide,https://cdn.liquor.com/wp-content/uploads/2019/09/03144035/tennessee-summertide-720x720-recipe.jpg,Sarah Turbett the bar manager at Oak Steakhouse in Nashville came up with the idea for her brain-freeze-inducing creation thinking about her favorite flavors of summer and fall growing up in Tennessee. “Tennessee whiskey summer peach and vinegar notes brighten up fall spices orange peel and licorice transporting your palate from the warm end of summer to the early crisp autumn breeze” she says. “Light enough to enjoy during the heat but complex enough to hold up to a piece of pumpkin pie this cocktail is the perfect drink for the end of summer. Imagine sipping on this frozen cocktail on your porch in a great wooden rocking chair watching the sun go down in a golden sky over amber fields.” Sounds just peachy. This recipe originally appeared as part of “4 Frozen Bourbon Cocktails for the Last (Official) Days of Summer.”,Blend all ingredients and 1 cup of ice in a blender. Pour into a rocks glass over crushed ice. Garnish with a skewered slice of pickled peach. *Pickled peaches: Boil 3 1/2 cups white vinegar 3 cups white sugar 1/2 cup diced lemongrass 1 large piece of peeled ginger 1 1/2 tbsp ground mace 1/2 tbsp allspice 4 whole cloves and 2 cinnamon sticks. Remove from heat strain mixture over sliced peaches and let cool.,Chattanooga 1816 Cask unfiltered barrel-proof whiskey;Amaro Montenegro;St. George absinthe verte;Pickled peach juice;Simple syrup,Pickled peach slice,Rocks,Spirit-forward,Bourbon / American Whiskey;Whiskey,Frozen / Blended,Blended,Frozen,Medium,Medium,Afternoon,,Summer,Chattanooga;Montenegro;St. George
https://www.liquor.com/recipes/sugar-baby/,Sugar Baby,https://cdn.liquor.com/wp-content/uploads/2019/09/03141255/sugar-baby-720x720-recipe.jpg,HomeMakers Bar in Cincinnati’s Over-the-Rhine neighborhood is named for both the watering hole’s welcoming feel and its midcentury design inspiration. This frozen concoction is an elevated version of the high school party trick of upending a bottle of vodka in a watermelon. “By freezing the watermelon and its ingredients we can preserve and hang on to summer as long as we want” says co-founder and manager Catherine Manabat. “Nothing says summer more than watermelon.”This recipe originally appeared as part of “4 Frozen Bourbon Cocktails for the Last (Official) Days of Summer.”,Cut the watermelon in half and use a melon baller to scoop out the flesh then place in a shallow container with a lid. Strain out excess liquid from container. Slowly add the bourbon and fennel-infused Cocchi Americano into the container allowing the liquid to be absorbed before adding more. (The liquid should eventually be completely soaked up by the melon.) Put a lid on the container and freeze for 3 to 4 hours. Scoop out into coupe or bowl. Garnish with sea salt black pepper and chopped basil. *Fennel-infused Cocchi Americano: Add 1/2 cup chopped fennel fronds and a 750 mL bottle of Cocchi Americano to a jar. Seal and refrigerate for 24 hours then strain out solids. Store in the refrigerator for up to several weeks.,Large seedless watermelon;Bourbon;Fennel-infused Cocchi Americano,Sea salt;Black pepper;Basil,Coupe;bowl,Herbaceous,Bourbon / American Whiskey;Whiskey,Frozen / Blended,Blended,Frozen,Medium,Medium,Afternoon,,Summer,Cocchi
https://www.liquor.com/recipes/miamians-julep/,Miamian’s Julep,https://cdn.liquor.com/wp-content/uploads/2019/09/03134428/Miamians-Julep-720x720-recipe.jpg,Guests at Villa Azur in Miami experience dining drinks entertainment music and art in a distinct space that combines the atmosphere of South Beach with that of Mediterranean France’s La Côte d’Azur. Bar manager Carlos Ramos’ fresh take on a Julep was inspired by the tropical vibes culture and eternal summer of Miami. “The bourbon complements the refreshing mint flavor to give you something that stimulates the senses and quenches your bourbon craving” he says. This recipe originally appeared as part of “4 Frozen Bourbon Cocktails for the Last (Official) Days of Summer.”,Add all ingredients into a blender with 1 cup of ice and blend until smooth. Pur into a copper Julep mug. Garnish with bourbon-flambéed banana slices a mint sprig and powdered sugar. *Bourbon-flambéed banana slices: Sauté banana slices in a pan add a little whiskey then ignite to burn off alcohol. Alternatively use a kitchen torch on sugar-coated banana slices for more caramelized flavor.,Woodinville bourbon;Coconut cream;Crème de banane;Fresh lime juice;Mint,Bourbon-flambéed banana slices;Mint sprig;Powdered sugar,Julep mug,Creamy;Herbaceous,Bourbon / American Whiskey;Whiskey,Frozen / Blended,Blended,Frozen,Medium,Medium,Afternoon,,Summer,Woodinville
https://www.liquor.com/recipes/cabana-club/,Cabana Club,https://cdn.liquor.com/wp-content/uploads/2019/08/27131138/cabana-club-720x720-recipe.jpg,Yael Vengroff the beverage director at The Spare Room in The Hollywood Roosevelt and the 2018 Spirited Awards American Bartender of the Year created this coconut-sherry liquid sunshine as a one-off for the “Evening of Tiki” series she hosts at the bar every May through September. This recipe originally appeared as part of “The Drink of Summer Has Arrived. Barely in Time.”,Add all ingredients into a blender and blend with crushed ice. Pour into a coconut. Garnish with shredded coconut grated nutmeg and an edible orchid. Serve with a cocktail umbrella and crazy straw. *Cinnamon syrup: Add 2 ceylon cinnamon sticks (crumbled and toasted in a pan) 4 cups sugar and 2 cups water to large pan. Bring to a boil over medium-high heat. Remove from heat and cover. Let sit 20 minutes then strain and chill.,Amontillado sherry;Fresh coconut water;The Perfect Purée coconut;Coco Lopez cream of coconut;Pernod absinthe;Cinnamon syrup,Shredded coconut;Grated nutmeg;Edible orchid,Coconut,Sweet,Sherry,Tiki / Tropical,Blended,Frozen,Medium,Medium,Afternoon;Evening,,Summer,Pernod
https://www.liquor.com/recipes/holy-water/,Holy Water,https://cdn.liquor.com/wp-content/uploads/2019/08/26150946/holy-water-720x720-recipe.jpg,Seaworthy beverage director Matt Ray created the Holy Water as the restaurant’s flagship cocktail served tableside in a custom tarot glass from local shop Flambeauxs. He steeps Hamilton Jamaican gold rum with golden raisins orange peels vanilla bean cinnamon clove nutmeg and other spices. Shaken with Maison rouge cognac lemon lime and grapefruit juices the drink gains yet more spice from a float of Angostura bitters. A half-lime garnish filled with Green Chartreuse and a sugar cube is then lit tableside caramelizing the sugar and releasing aromas of citrus herbs and spice. This recipe originally appeared as part of “10 Rum Cocktails to Drink in Bars Now.”,Add all ingredients except the bitters and Chartreuse into a shaker with ice and shake. Strain into a highball glass over crushed ice. Float the bitters over top to fill. Juice half a lime and place lime on top of drink to garnish. Pour the Chartreuse into the lime. Place a sugar cube in the lime and light with a match or lighter to flame. Serve with a straw. *Infused rum: In a 750 mL bottle of Hamilton Jamaican gold rum or El Dorado five-year-old rum steep 1/4 cup golden raisins 1 vanilla bean (scraped out) 1 tbsp cloves 1 whole cinnamon stick 3 crushed cardamom pods and 1 tbsp allspice berries for 48 hours then strain. Alternately you can just use El Dorado spiced rum.,Infused Hamilton Jamaican gold rum or El Dorado five-year-old rum;Maison rouge cognac;Orgeat;Fresh lime juice;Fresh lemon juice;Grapefruit juice;Angostura bitters to float;Green Chartreuse,Half lime;Sugar cube,Highball,Fruity/Citrus-forward;Spicy,Rum,Tiki / Tropical,Shaken,Crushed Ice,Medium,Medium,Afternoon,,,Angostura;Chartreuse;Maison
